PARTICIPANT_A	COUNT
CHEBI:42023	1
CHEBI:42024	1
CHEBI:42027	1
CHEBI:42068	1
CHEBI:42088	1
CHEBI:42150	1
CHEBI:42156	2
CHEBI:421707	1
CHEBI:42202	1
CHEBI:42223	2
CHEBI:42306	1
CHEBI:42309	2
CHEBI:42330	3
CHEBI:42355	2
CHEBI:42359	1
CHEBI:42383	1
CHEBI:42429	1
CHEBI:42444	10
CHEBI:42465	1
CHEBI:42471	4
CHEBI:42491	3
CHEBI:42492	1
CHEBI:42534	2
CHEBI:42539	2
CHEBI:42548	1
CHEBI:42549	1
CHEBI:42564	1
CHEBI:42566	1
CHEBI:42567	1
CHEBI:42570	1
CHEBI:42589	1
CHEBI:42606	1
CHEBI:42638	6
CHEBI:42682	1
CHEBI:42699	1
CHEBI:42768	1
CHEBI:42797	13
CHEBI:42820	4
CHEBI:42843	1
CHEBI:42903	1
CHEBI:42917	1
CHEBI:42944	18
CHEBI:43000	3
CHEBI:43012	1
CHEBI:43040	1
CHEBI:43051	1
CHEBI:43053	1
CHEBI:4305	2
CHEBI:43065	14
CHEBI:43074	1
CHEBI:43078	3
CHEBI:43081	1
CHEBI:43088	4
CHEBI:43120	1
CHEBI:43127	1
CHEBI:43136	1
CHEBI:4315	6
CHEBI:43179	1
CHEBI:4317	1
CHEBI:43197	1
CHEBI:43208	1
CHEBI:43275	1
CHEBI:43278	2
CHEBI:43362	1
CHEBI:43379	1
CHEBI:43385	2
CHEBI:43405	1
CHEBI:43415	12
CHEBI:43460	1
CHEBI:43467	1
CHEBI:43486	1
CHEBI:43533	1
CHEBI:43561	2
CHEBI:4356	1
CHEBI:43575	1
CHEBI:43580	1
CHEBI:43602	1
CHEBI:43616	2
CHEBI:43621	1
CHEBI:43636	1
CHEBI:43645	6
CHEBI:43666	1
CHEBI:43741	1
CHEBI:43748	1
CHEBI:43755	1
CHEBI:43765	1
CHEBI:43769	1
CHEBI:43812	1
CHEBI:43830	1
CHEBI:43858	2
CHEBI:43876	1
CHEBI:43896	2
CHEBI:4391	2
CHEBI:439329	2
CHEBI:43943	1
CHEBI:43977	2
CHEBI:43983	1
CHEBI:43993	1
CHEBI:44052	3
CHEBI:44115	1
CHEBI:44120	1
CHEBI:44138	1
CHEBI:44185	1
CHEBI:44188	1
CHEBI:44229	2
CHEBI:44241	1
CHEBI:44278	5
CHEBI:44296	2
CHEBI:44302	2
CHEBI:44303	1
CHEBI:44332	1
CHEBI:44343	1
CHEBI:44348	2
CHEBI:44356	1
CHEBI:44369	2
CHEBI:44394	1
CHEBI:44409	29
CHEBI:44423	1
CHEBI:44434	1
CHEBI:44445	3
CHEBI:44454	1
CHEBI:4445	22
CHEBI:44460	3
CHEBI:44480	1
CHEBI:44485	1
CHEBI:44493	1
CHEBI:44499	2
CHEBI:4450	3
CHEBI:44515	2
CHEBI:4453	2
CHEBI:44557	1
CHEBI:44592	1
CHEBI:44598	1
CHEBI:44612	1
CHEBI:44616	7
CHEBI:44632	1
CHEBI:44653	3
CHEBI:44658	1
CHEBI:4465	1
CHEBI:44661	4
CHEBI:44664	1
CHEBI:4466	1
CHEBI:44692	1
CHEBI:4469	6
CHEBI:4470	21
CHEBI:44722	1
CHEBI:44748	1
CHEBI:4474	2
CHEBI:44751	1
CHEBI:44789	1
CHEBI:44794	2
CHEBI:44804	1
CHEBI:44811	2
CHEBI:44828	1
CHEBI:44842	3
CHEBI:44897	2
CHEBI:44903	1
CHEBI:44915	18
CHEBI:44919	1
CHEBI:44930	1
CHEBI:44932	6
CHEBI:44934	1
CHEBI:44939	1
CHEBI:44940	2
CHEBI:4495	6
CHEBI:4496	33
CHEBI:44995	1
CHEBI:45002	1
CHEBI:45007	1
CHEBI:45013	1
CHEBI:45030	1
CHEBI:45039	1
CHEBI:45058	1
CHEBI:45068	1
CHEBI:45081	1
CHEBI:45113	1
CHEBI:45116	1
CHEBI:45127	1
CHEBI:4513	3
CHEBI:4514	2
CHEBI:4518	2
CHEBI:45223	1
CHEBI:45257	1
CHEBI:45260	3
CHEBI:45262	1
CHEBI:4527	2
CHEBI:453011	1
CHEBI:45307	7
CHEBI:4530	2
CHEBI:45353	2
CHEBI:45360	1
CHEBI:45367	2
CHEBI:45395	1
CHEBI:45409	1
CHEBI:45425	1
CHEBI:45441	1
CHEBI:45492	1
CHEBI:45496	1
CHEBI:4551	1
CHEBI:45560	2
CHEBI:45564	1
CHEBI:45565	1
CHEBI:45571	1
CHEBI:45573	3
CHEBI:45619	1
CHEBI:4562	4
CHEBI:45630	1
CHEBI:45636	1
CHEBI:45652	5
CHEBI:45658	2
CHEBI:45713	25
CHEBI:45716	5
CHEBI:45735	1
CHEBI:4575	5
CHEBI:45783	8
CHEBI:45825	1
CHEBI:4582	1
CHEBI:45863	6
CHEBI:45895	4
CHEBI:45906	6
CHEBI:45919	3
CHEBI:4591	1
CHEBI:45924	2
CHEBI:45927	1
CHEBI:45928	1
CHEBI:45951	6
CHEBI:45969	1
CHEBI:45980	3
CHEBI:45981	1
CHEBI:45993	2
CHEBI:46020	1
CHEBI:46024	2
CHEBI:46032	3
CHEBI:4604	1
CHEBI:46099	1
CHEBI:46117	1
CHEBI:46122	1
CHEBI:46151	1
CHEBI:46195	5
CHEBI:46209	1
CHEBI:46229	3
CHEBI:46234	4
CHEBI:46245	2
CHEBI:46295	3
CHEBI:46311	1
CHEBI:4631	1
CHEBI:46322	2
CHEBI:46345	1
CHEBI:4636	2
CHEBI:46371	1
CHEBI:46372	10
CHEBI:4638	3
CHEBI:4639	2
CHEBI:46406	10
CHEBI:46416	1
CHEBI:4646	5
CHEBI:46475	2
CHEBI:4650	4
CHEBI:46534	1
CHEBI:4653	6
CHEBI:46548	1
CHEBI:46552	1
CHEBI:46557	2
CHEBI:46565	1
CHEBI:4657	8
CHEBI:4659	2
CHEBI:46631	6
CHEBI:46659	3
CHEBI:4670	6
CHEBI:4672	6
CHEBI:46746	1
CHEBI:46763	1
CHEBI:46784	1
CHEBI:46788	1
CHEBI:4681	3
CHEBI:4682	1
CHEBI:46936	1
CHEBI:4702	4
CHEBI:47032	3
CHEBI:4707	2
CHEBI:47083	1
CHEBI:4708	6
CHEBI:47097	2
CHEBI:47101	1
CHEBI:4710	19
CHEBI:47129	1
CHEBI:4712	1
CHEBI:47144	1
CHEBI:47163	2
CHEBI:47169	1
CHEBI:4717	2
CHEBI:47188	1
CHEBI:47193	1
CHEBI:47196	1
CHEBI:47249	1
CHEBI:4724	1
CHEBI:47273	1
CHEBI:472805	3
CHEBI:4728	8
CHEBI:47320	1
CHEBI:47322	1
CHEBI:47344	12
CHEBI:47379	1
CHEBI:47381	8
CHEBI:474053	3
CHEBI:47417	1
CHEBI:47426	2
CHEBI:47454	1
CHEBI:47462	1
CHEBI:47492	3
CHEBI:47495	3
CHEBI:47499	25
CHEBI:47518	2
CHEBI:47522	1
CHEBI:4753	1
CHEBI:47564	2
CHEBI:47566	1
CHEBI:47600	3
CHEBI:47612	7
CHEBI:47619	4
CHEBI:47628	1
CHEBI:47657	4
CHEBI:47738	3
CHEBI:4775	17
CHEBI:47767	1
CHEBI:47780	6
CHEBI:47781	21
CHEBI:4779	1
CHEBI:4784	1
CHEBI:4786	2
CHEBI:4787	1
CHEBI:4788	1
CHEBI:47898	2
CHEBI:4792	23
CHEBI:47943	4
CHEBI:4798	1
CHEBI:4803	7
CHEBI:4806	3
CHEBI:48080	2
CHEBI:480999	1
CHEBI:48131	3
CHEBI:4814	1
CHEBI:48153	1
CHEBI:48220	14
CHEBI:4822	1
CHEBI:48273	3
CHEBI:48339	6
CHEBI:48390	1
CHEBI:48416	1
CHEBI:48518	8
CHEBI:48520	1
CHEBI:48538	15
CHEBI:4853	1
CHEBI:48549	3
CHEBI:48574	3
CHEBI:4858	19
CHEBI:48635	1
CHEBI:48669	1
CHEBI:4868	4
CHEBI:48723	3
CHEBI:48765	3
CHEBI:4876	4
CHEBI:4882	16
CHEBI:48844	1
CHEBI:4884	2
CHEBI:4887	1
CHEBI:4888	2
CHEBI:48926	1
CHEBI:48928	2
CHEBI:49026	7
CHEBI:4902	1
CHEBI:49033	1
CHEBI:4903	3
CHEBI:49040	3
CHEBI:4907	2
CHEBI:490877	1
CHEBI:49093	2
CHEBI:4909	3
CHEBI:4910	17
CHEBI:4911	2
CHEBI:4912	6
CHEBI:49132	1
CHEBI:4913	6
CHEBI:4917	4
CHEBI:49203	1
CHEBI:49339	1
CHEBI:49375	23
CHEBI:49477	1
CHEBI:49484	1
CHEBI:49519	1
CHEBI:4953	1
CHEBI:49553	2
CHEBI:49575	20
CHEBI:49585	1
CHEBI:49603	2
CHEBI:49627	1
CHEBI:49644	1
CHEBI:49659	1
CHEBI:49662	9
CHEBI:49668	1
CHEBI:49703	3
CHEBI:49713	4
CHEBI:4975	1
CHEBI:49809	1
CHEBI:49823	2
CHEBI:49840	6
CHEBI:499361	1
CHEBI:4995	3
CHEBI:49960	5
CHEBI:49976	126
CHEBI:49	1
CHEBI:5000	4
CHEBI:5001	4
CHEBI:5002	8
CHEBI:5004	4
CHEBI:5008	1
CHEBI:50122	7
CHEBI:50131	1
CHEBI:50138	2
CHEBI:50161	3
CHEBI:50169	16
CHEBI:50173	7
CHEBI:50199	1
CHEBI:50212	16
CHEBI:50223	2
CHEBI:50226	1
CHEBI:50275	2
CHEBI:50277	7
CHEBI:50305	3
CHEBI:503442	5
CHEBI:50368	1
CHEBI:50373	5
CHEBI:50378	1
CHEBI:50381	1
CHEBI:50383	3
CHEBI:50438	1
CHEBI:50464	1
CHEBI:5050	1
CHEBI:50567	4
CHEBI:50580	3
CHEBI:5062	3
CHEBI:50648	9
CHEBI:50659	18
CHEBI:50662	22
CHEBI:50663	1
CHEBI:50670	2
CHEBI:50673	1
CHEBI:50692	4
CHEBI:50693	1
CHEBI:50694	7
CHEBI:50722	1
CHEBI:50729	1
CHEBI:50730	2
CHEBI:50743	2
CHEBI:507499	1
CHEBI:50749	1
CHEBI:50777	2
CHEBI:50782	1
CHEBI:50789	1
CHEBI:50815	3
CHEBI:50838	3
CHEBI:50841	32
CHEBI:50851	1
CHEBI:50859	3
CHEBI:50861	3
CHEBI:50865	4
CHEBI:50867	1
CHEBI:50885	3
CHEBI:5088	2
CHEBI:50915	1
CHEBI:50922	7
CHEBI:50924	10
CHEBI:50931	12
CHEBI:5100	1
CHEBI:51015	1
CHEBI:51024	5
CHEBI:51032	6
CHEBI:51038	9
CHEBI:5103	16
CHEBI:51041	24
CHEBI:51043	4
CHEBI:51052	3
CHEBI:51066	3
CHEBI:5106	1
CHEBI:5109	2
CHEBI:51137	23
CHEBI:51141	4
CHEBI:51164	15
CHEBI:51173	4
CHEBI:51209	20
CHEBI:5120	5
CHEBI:51211	4
CHEBI:5121	5
CHEBI:51230	3
CHEBI:51235	3
CHEBI:5123	6
CHEBI:51246	1
CHEBI:5127	1
CHEBI:5128	19
CHEBI:5130	2
CHEBI:5132	3
CHEBI:5134	4
CHEBI:51364	7
CHEBI:51368	6
CHEBI:5136	1
CHEBI:51380	3
CHEBI:5138	2
CHEBI:5141	4
CHEBI:51450	2
CHEBI:5163	1
CHEBI:5165	1
CHEBI:51771	2
CHEBI:518413	1
CHEBI:51860	3
CHEBI:52010	4
CHEBI:520985	2
CHEBI:521033	2
CHEBI:52172	2
CHEBI:52289	4
CHEBI:52316	1
CHEBI:52360	1
CHEBI:52717	2
CHEBI:52768	1
CHEBI:52916	1
CHEBI:5292	3
CHEBI:5296	1
CHEBI:52993	17
CHEBI:53013	1
CHEBI:53289	2
CHEBI:53292	1
CHEBI:53351	1
CHEBI:53394	4
CHEBI:53486	2
CHEBI:53579	3
CHEBI:53760	16
CHEBI:53763	3
CHEBI:53766	1
CHEBI:53770	1
CHEBI:53773	1
CHEBI:53776	1
CHEBI:53778	1
CHEBI:53796	3
CHEBI:5383	3
CHEBI:5384	2
CHEBI:5391	3
CHEBI:5417	4
CHEBI:5439	16
CHEBI:5441	9
CHEBI:546274	2
CHEBI:5494	3
CHEBI:5520	2
CHEBI:5523	2
CHEBI:55344	1
CHEBI:55352	2
CHEBI:5537	1
CHEBI:553827	1
CHEBI:5539	2
CHEBI:5551	7
CHEBI:5553	2
CHEBI:5555	1
CHEBI:5557	1
CHEBI:5558	2
CHEBI:556075	4
CHEBI:5576	4
CHEBI:5603	19
CHEBI:5613	7
CHEBI:5615	32
CHEBI:567361	9
CHEBI:5693	3
CHEBI:5700	1
CHEBI:5706	10
CHEBI:5707	4
CHEBI:57398	1
CHEBI:5747	5
CHEBI:575568	1
CHEBI:5770	1
CHEBI:5775	2
CHEBI:5778	4
CHEBI:5779	2
CHEBI:5783	4
CHEBI:5784	8
CHEBI:5790	3
CHEBI:57952	1
CHEBI:5801	2
CHEBI:5812	1
CHEBI:5818	1
CHEBI:5834	3
CHEBI:5835	2
CHEBI:584020	8
CHEBI:5847	2
CHEBI:58506	1
CHEBI:5855	10
CHEBI:5856	10
CHEBI:585948	13
CHEBI:5864	1
CHEBI:5893	1
CHEBI:59059	1
CHEBI:59120	6
CHEBI:59170	1
CHEBI:59173	1
CHEBI:59177	1
CHEBI:59193	1
CHEBI:59204	1
CHEBI:59219	1
CHEBI:59224	2
CHEBI:59254	1
CHEBI:59269	1
CHEBI:59296	1
CHEBI:59297	2
CHEBI:5931	3
CHEBI:593538	1
CHEBI:5937	2
CHEBI:5938	2
CHEBI:5939	2
CHEBI:59445	2
CHEBI:59514	16
CHEBI:59526	1
CHEBI:59540	2
CHEBI:59555	1
CHEBI:59560	4
CHEBI:59565	1
CHEBI:59582	1
CHEBI:5959	2
CHEBI:59601	1
CHEBI:59692	1
CHEBI:59714	1
CHEBI:59750	1
CHEBI:59771	1
CHEBI:59773	2
CHEBI:59781	2
CHEBI:59788	2
CHEBI:59909	25
CHEBI:59912	30
CHEBI:59919	4
CHEBI:6005	2
CHEBI:60072	2
CHEBI:601027	1
CHEBI:6015	24
CHEBI:6030	4
CHEBI:6043	2
CHEBI:60562	2
CHEBI:60564	1
CHEBI:6060	3
CHEBI:6061	1
CHEBI:6062	1
CHEBI:60634	2
CHEBI:60652	2
CHEBI:6067	2
CHEBI:6073	7
CHEBI:60761	1
CHEBI:6076	1
CHEBI:6078	2
CHEBI:60799	10
CHEBI:60805	2
CHEBI:609827	1
CHEBI:610092	1
CHEBI:61049	1
CHEBI:61058	2
CHEBI:61076	11
CHEBI:61080	5
CHEBI:61084	3
CHEBI:61092	3
CHEBI:61203	1
CHEBI:6121	24
CHEBI:6123	1
CHEBI:6125	10
CHEBI:61276	3
CHEBI:6128	3
CHEBI:61390	3
CHEBI:61397	1
CHEBI:61399	1
CHEBI:61432	4
CHEBI:6149	1
CHEBI:617099	1
CHEBI:61936	3
CHEBI:62043	1
CHEBI:62088	1
CHEBI:62880	2
CHEBI:62964	1
CHEBI:62984	126
CHEBI:63043	1
CHEBI:63059	1
CHEBI:63082	3
CHEBI:63115	2
CHEBI:6339	1
CHEBI:6343	5
CHEBI:63452	6
CHEBI:63486	1
CHEBI:63530	1
CHEBI:63560	2
CHEBI:63580	4
CHEBI:63584	2
CHEBI:63585	1
CHEBI:63587	2
CHEBI:63598	1
CHEBI:63599	3
CHEBI:63605	1
CHEBI:63608	1
CHEBI:63609	3
CHEBI:63610	3
CHEBI:63611	1
CHEBI:63612	1
CHEBI:63614	2
CHEBI:63615	2
CHEBI:63616	4
CHEBI:63617	17
CHEBI:63618	1
CHEBI:63619	4
CHEBI:63620	2
CHEBI:63622	3
CHEBI:63626	1
CHEBI:63629	7
CHEBI:63630	1
CHEBI:63631	23
CHEBI:63632	2
CHEBI:63633	1
CHEBI:63634	3
CHEBI:63637	1
CHEBI:63638	2
CHEBI:6367	35
CHEBI:63748	2
CHEBI:6375	2
CHEBI:63791	4
CHEBI:6384	1
CHEBI:63916	8
CHEBI:64022	2
CHEBI:6402	3
CHEBI:64045	4
CHEBI:64073	1
CHEBI:64089	1
CHEBI:6413	1
CHEBI:64153	2
CHEBI:64187	1
CHEBI:64195	1
CHEBI:64198	1
CHEBI:64212	7
CHEBI:64213	1
CHEBI:64216	1
CHEBI:64227	1
CHEBI:6427	1
CHEBI:64301	1
CHEBI:64310	2
CHEBI:64312	26
CHEBI:64317	8
CHEBI:64318	16
CHEBI:6431	1
CHEBI:6432	2
CHEBI:64354	1
CHEBI:64356	1
CHEBI:64357	1
CHEBI:64360	1
CHEBI:6437	2
CHEBI:6438	2
CHEBI:6441	3
CHEBI:6443	5
CHEBI:6444	3
CHEBI:64562	1
CHEBI:6456	7
CHEBI:64610	7
CHEBI:64628	5
CHEBI:64735	4
CHEBI:6485	2
CHEBI:64945	1
CHEBI:6504	4
CHEBI:65148	1
CHEBI:65172	1
CHEBI:65173	11
CHEBI:6520	1
CHEBI:65307	1
CHEBI:65324	1
CHEBI:65329	2
CHEBI:6532	7
CHEBI:65346	5
CHEBI:65347	6
CHEBI:65349	1
CHEBI:65353	1
CHEBI:6538	2
CHEBI:65408	5
CHEBI:6541	1
CHEBI:6605	3
CHEBI:6633	1
CHEBI:6640	2
CHEBI:6651	1
CHEBI:66876	1
CHEBI:66880	1
CHEBI:66895	1
CHEBI:66899	1
CHEBI:66901	1
CHEBI:66903	1
CHEBI:6690	17
CHEBI:66910	3
CHEBI:66913	2
CHEBI:66919	2
CHEBI:66964	2
CHEBI:6698	1
CHEBI:6702	4
CHEBI:6704	2
CHEBI:6706	4
CHEBI:6709	2
CHEBI:6710	5
CHEBI:67121	1
CHEBI:67168	4
CHEBI:6716	2
CHEBI:6717	2
CHEBI:6723	2
CHEBI:67272	3
CHEBI:6741	2
CHEBI:6754	16
CHEBI:6755	9
CHEBI:6757	2
CHEBI:6758	11
CHEBI:6759	1
CHEBI:6761	16
CHEBI:6762	1
CHEBI:6771	3
CHEBI:6775	7
CHEBI:6780	2
CHEBI:6784	1
CHEBI:6794	1
CHEBI:67987	1
CHEBI:67989	1
CHEBI:6801	2
CHEBI:6804	1
CHEBI:68063	1
CHEBI:6807	7
CHEBI:6809	11
CHEBI:681569	2
CHEBI:6817	2
CHEBI:681848	2
CHEBI:681850	2
CHEBI:6823	1
CHEBI:6832	1
CHEBI:6838	19
CHEBI:6839	3
CHEBI:6843	22
CHEBI:6846	1
CHEBI:68478	1
CHEBI:6847	4
CHEBI:68534	1
CHEBI:68540	1
CHEBI:68551	1
CHEBI:68558	1
CHEBI:68564	2
CHEBI:68575	1
CHEBI:68579	1
CHEBI:68584	4
CHEBI:68595	2
CHEBI:68606	1
CHEBI:68609	1
CHEBI:68610	1
CHEBI:68634	4
CHEBI:68642	1
CHEBI:68647	18
CHEBI:6872	2
CHEBI:68840	2
CHEBI:68845	1
CHEBI:6887	3
CHEBI:6888	1
CHEBI:6896	1
CHEBI:6897	2
CHEBI:6900	2
CHEBI:6901	1
CHEBI:6904	2
CHEBI:6909	1
CHEBI:691037	1
CHEBI:6912	1
CHEBI:69136	2
CHEBI:6916	2
CHEBI:6920	11
CHEBI:6931	6
CHEBI:6933	3
CHEBI:6935	4
CHEBI:6942	3
CHEBI:69478	26
CHEBI:6950	8
CHEBI:6954	5
CHEBI:6958	4
CHEBI:6960	2
CHEBI:6965	4
CHEBI:6970	2
CHEBI:697724	1
CHEBI:6997	1
CHEBI:7009	2
CHEBI:7035	3
CHEBI:70707	2
CHEBI:70708	2
CHEBI:70723	2
CHEBI:70735	6
CHEBI:70746	1
CHEBI:70824	1
CHEBI:71013	1
CHEBI:71019	1
CHEBI:71023	1
CHEBI:71025	3
CHEBI:71028	1
CHEBI:71193	1
CHEBI:71200	4
CHEBI:71204	1
CHEBI:71219	10
CHEBI:71223	2
CHEBI:71253	20
CHEBI:71272	1
CHEBI:71336	1
CHEBI:71404	1
CHEBI:71416	1
CHEBI:71417	2
CHEBI:71545	1
CHEBI:71940	2
CHEBI:71941	2
CHEBI:71958	5
CHEBI:72296	1
CHEBI:72297	1
CHEBI:72305	1
CHEBI:72312	4
CHEBI:72317	3
CHEBI:72323	1
CHEBI:724125	1
CHEBI:72690	3
CHEBI:73002	1
CHEBI:73005	1
CHEBI:73038	2
CHEBI:73044	2
CHEBI:73167	1
CHEBI:73237	1
CHEBI:73266	2
CHEBI:73274	1
CHEBI:73275	1
CHEBI:73284	1
CHEBI:73286	1
CHEBI:73410	1
CHEBI:73468	2
CHEBI:73726	2
CHEBI:73927	1
CHEBI:74104	9
CHEBI:74405	1
CHEBI:7443	2
CHEBI:7444	2
CHEBI:7445	2
CHEBI:7451	1
CHEBI:7454	3
CHEBI:7457	3
CHEBI:7459	7
CHEBI:7465	3
CHEBI:7467	1
CHEBI:746859	1
CHEBI:7468	1
CHEBI:7476	2
CHEBI:7478	4
CHEBI:74848	1
CHEBI:74899	3
CHEBI:7492	5
CHEBI:7494	10
CHEBI:75037	1
CHEBI:75045	5
CHEBI:7507	1
CHEBI:7508	1
CHEBI:7514	1
CHEBI:75179	1
CHEBI:75183	1
CHEBI:75246	1
CHEBI:75261	1
CHEBI:75273	2
CHEBI:75275	1
CHEBI:75283	1
CHEBI:75303	2
CHEBI:75384	1
CHEBI:75388	1
CHEBI:75393	4
CHEBI:75399	1
CHEBI:7550	15
CHEBI:7565	9
CHEBI:75725	10
CHEBI:7573	1
CHEBI:7575	10
CHEBI:7577	5
CHEBI:7581	20
CHEBI:7582	8
CHEBI:75922	2
CHEBI:7596	1
CHEBI:75984	3
CHEBI:75988	1
CHEBI:75998	2
CHEBI:76004	2
CHEBI:76016	6
CHEBI:76018	1
CHEBI:7601	1
CHEBI:76127	1
CHEBI:76128	2
CHEBI:76133	2
CHEBI:76136	1
CHEBI:76172	2
CHEBI:76223	2
CHEBI:76258	1
CHEBI:76279	1
CHEBI:7627	1
CHEBI:76290	2
CHEBI:7630	3
CHEBI:76399	1
CHEBI:7640	24
CHEBI:76607	2
CHEBI:76611	1
CHEBI:76612	1
CHEBI:76749	5
CHEBI:76855	1
CHEBI:76995	1
CHEBI:77006	10
CHEBI:77013	5
CHEBI:7726	3
CHEBI:77317	1
CHEBI:7731	1
CHEBI:77321	1
CHEBI:7735	33
CHEBI:77431	2
CHEBI:77543	1
CHEBI:77572	1
CHEBI:77590	1
CHEBI:7769	8
CHEBI:7770	2
CHEBI:7772	2
CHEBI:77733	19
CHEBI:77734	1
CHEBI:7773	5
CHEBI:77837	2
CHEBI:7789	7
CHEBI:7798	3
CHEBI:78011	1
CHEBI:7809	2
CHEBI:7820	1
CHEBI:7822	2
CHEBI:7823	19
CHEBI:7824	1
CHEBI:7825	1
CHEBI:78291	5
CHEBI:78330	1
CHEBI:78408	1
CHEBI:78425	1
CHEBI:78432	1
CHEBI:78508	1
CHEBI:78510	2
CHEBI:7852	3
CHEBI:78538	1
CHEBI:78539	1
CHEBI:78540	7
CHEBI:78543	15
CHEBI:78544	1
CHEBI:78549	10
CHEBI:7856	3
CHEBI:7862	6
CHEBI:7864	2
CHEBI:7865	2
CHEBI:7868	3
CHEBI:7872	2
CHEBI:79033	1
CHEBI:7903	1
CHEBI:79041	5
CHEBI:79042	2
CHEBI:7907	3
CHEBI:7915	2
CHEBI:7921	1
CHEBI:7922	1
CHEBI:7930	2
CHEBI:7931	1
CHEBI:7936	8
CHEBI:7954	4
CHEBI:79699	1
CHEBI:79700	1
CHEBI:7982	3
CHEBI:7983	28
CHEBI:7986	6
CHEBI:79988	1
CHEBI:79993	3
CHEBI:79995	1
CHEBI:80003	1
CHEBI:80234	3
CHEBI:8024	2
CHEBI:8028	3
CHEBI:80330	4
CHEBI:8049	1
CHEBI:8050	1
CHEBI:80566	1
CHEBI:80581	3
CHEBI:8058	2
CHEBI:8059	3
CHEBI:8060	6
CHEBI:80630	2
CHEBI:8064	2
CHEBI:8065	1
CHEBI:8066	1
CHEBI:8067	2
CHEBI:80680	6
CHEBI:8069	13
CHEBI:8077	8
CHEBI:8080	6
CHEBI:8081	4
CHEBI:8093	3
CHEBI:8107	5
CHEBI:81297	10
CHEBI:81496	1
CHEBI:81569	1
CHEBI:81570	1
CHEBI:81571	1
CHEBI:81579	1
CHEBI:81717	3
CHEBI:81724	3
CHEBI:8212	4
CHEBI:8214	5
CHEBI:8228	4
CHEBI:8230	3
CHEBI:8245	2
CHEBI:8247	1
CHEBI:8249	2
CHEBI:82530	2
CHEBI:82602	1
CHEBI:82647	1
CHEBI:82698	2
CHEBI:82700	1
CHEBI:82702	1
CHEBI:82708	4
CHEBI:82712	1
CHEBI:82713	2
CHEBI:82714	1
CHEBI:82715	1
CHEBI:82720	1
CHEBI:82752	1
CHEBI:82872	1
CHEBI:82873	1
CHEBI:82892	15
CHEBI:82975	1
CHEBI:82976	1
CHEBI:82978	15
CHEBI:83033	1
CHEBI:83168	1
CHEBI:83275	1
CHEBI:8327	1
CHEBI:83329	1
CHEBI:83469	4
CHEBI:83527	3
CHEBI:83531	2
CHEBI:8354	2
CHEBI:8356	5
CHEBI:8362	19
CHEBI:8364	6
CHEBI:83766	3
CHEBI:8378	1
CHEBI:8382	2
CHEBI:8389	2
CHEBI:8397	2
CHEBI:8404	1
CHEBI:8405	2
CHEBI:84069	1
CHEBI:84115	1
CHEBI:84116	1
CHEBI:8412	20
CHEBI:8426	5
CHEBI:8427	2
CHEBI:8428	3
CHEBI:8430	16
CHEBI:8435	8
CHEBI:8448	4
CHEBI:84500	5
CHEBI:8452	1
CHEBI:8455	1
CHEBI:8459	14
CHEBI:8461	11
CHEBI:84622	1
CHEBI:8481	1
CHEBI:8485	1
CHEBI:8491	14
CHEBI:8493	7
CHEBI:8499	5
CHEBI:85010	1
CHEBI:8502	1
CHEBI:85078	1
CHEBI:85146	1
CHEBI:85155	1
CHEBI:85161	1
CHEBI:85164	10
CHEBI:85176	1
CHEBI:85662	1
CHEBI:8583	4
CHEBI:85966	1
CHEBI:85973	1
CHEBI:85979	9
CHEBI:8597	2
CHEBI:85980	3
CHEBI:85990	11
CHEBI:85993	2
CHEBI:85994	8
CHEBI:86204	1
CHEBI:86290	1
CHEBI:86453	1
CHEBI:86541	2
CHEBI:8654	2
CHEBI:8665	3
CHEBI:8673	2
CHEBI:8694	19
CHEBI:86990	7
CHEBI:87016	1
CHEBI:8707	26
CHEBI:87103	5
CHEBI:8711	3
CHEBI:8713	1
CHEBI:8716	1
CHEBI:8717	5
CHEBI:8734	2
CHEBI:87407	1
CHEBI:8746	1
CHEBI:8764	2
CHEBI:87681	12
CHEBI:8768	1
CHEBI:87723	1
CHEBI:8772	4
CHEBI:87732	2
CHEBI:87738	1
CHEBI:8774	2
CHEBI:8802	3
CHEBI:8803	1
CHEBI:8805	2
CHEBI:8809	1
CHEBI:88206	1
CHEBI:88220	3
CHEBI:88249	1
CHEBI:8825	3
CHEBI:8862	1
CHEBI:8863	2
CHEBI:8869	1
CHEBI:8871	15
CHEBI:8872	1
CHEBI:8874	2
CHEBI:8884	3
CHEBI:8887	2
CHEBI:8888	9
CHEBI:8890	1
CHEBI:8927	2
CHEBI:89324	2
CHEBI:89642	6
CHEBI:8988	1
CHEBI:90117	7
CHEBI:9011	3
CHEBI:9014	2
CHEBI:90217	1
CHEBI:90225	1
CHEBI:90237	2
CHEBI:90241	1
CHEBI:90295	1
CHEBI:90369	1
CHEBI:90527	1
CHEBI:90528	1
CHEBI:90529	1
CHEBI:90544	1
CHEBI:90620	3
CHEBI:90624	1
CHEBI:90625	2
CHEBI:90683	4
CHEBI:90695	4
CHEBI:90721	3
CHEBI:9073	17
CHEBI:90748	1
CHEBI:90841	1
CHEBI:90844	1
CHEBI:90851	1
CHEBI:90863	1
CHEBI:90865	3
CHEBI:9086	2
CHEBI:90879	1
CHEBI:90891	1
CHEBI:90929	2
CHEBI:90930	25
CHEBI:90933	6
CHEBI:90936	1
CHEBI:9093	2
